Sr No.,Utterance,Speaker,Emotion,Sentiment,Dialogue_ID,Utterance_ID,Season,Episode,StartTime,EndTime,french_text
10071,How about Mama Lisettie's?,Larry,neutral,neutral,1005,4,5,7,"00:14:55,477","00:14:56,519",Le Mama Lozetti ?
10072,Enh. Sure!,Phoebe,neutral,neutral,1005,5,5,7,"00:14:58,063","00:14:59,856",Beurk ! Avec plaisir !
10073,I wonder how long that milk  has been setting out.,Larry,disgust,negative,1005,6,5,7,"00:15:00,482","00:15:03,318",Depuis quand ce lait traîne là ?
10074,"Oh, no-no, this place is totally healthy!",Phoebe,neutral,neutral,1005,7,5,7,"00:15:03,944","00:15:06,154","L'hygiène est totale, ici."
10075,That—this milk is mine.,Phoebe,neutral,neutral,1005,8,5,7,"00:15:06,405","00:15:08,948",C'est mon lait.
10076,"I bought this today, 'cause I was thirsty for milk, y'know.",Phoebe,neutral,neutral,1005,9,5,7,"00:15:06,405","00:15:12,285",J'en ai acheté parce que j'avais soif de lait.
10077,"Okay, let's go!",Phoebe,joy,positive,1005,10,5,7,"00:15:16,373","00:15:18,499",Allons-y !
10078,"Hey, buddy!  Are you familiar with Section 11-B of the Health Code that requires all refuse material out the",Larry,anger,negative,1005,11,5,7,"00:15:21,045","00:15:27,675",Dites donc. . .Connaissez-vous la règle 1 1 B ? On sort les ordures par l'arrière.
10079,But then I'd have to go all the way around the dry cleaner place.,Gunther,neutral,neutral,1005,12,5,7,"00:15:27,885","00:15:30,178",Mais je devrais aller jusqu'au nettoyeur.
10080,"Oh, so you're saying you'd choose convenience over health?!",Larry,disgust,negative,1005,13,5,7,"00:15:30,387","00:15:33,097","Oh, alors tu veux dire que tu choisirais la commodité plutôt que la santé?!"
10081,"Okay, stop!",Phoebe,anger,negative,1005,14,5,7,"00:15:33,599","00:15:35,850",Arrête!
10082,"Larry, okay, can't you just be Larry and not Larry the health inspector guy?",Phoebe,neutral,neutral,1005,15,5,7,"00:15:36,018","00:15:41,606","Larry, tu peux pas être Larry et pas Larry, l'inspecteur de santé?"
10083,"Y'know I mean it was really exciting at first but now it's like, okay, so where are we gonna eat ever?",Phoebe,anger,negative,1005,16,5,7,"00:15:41,815","00:15:48,404","Au début, c'était vraiment excitant, mais maintenant, on va manger où?"
10084,"Well, I suppose I could give him a warning.",Larry,neutral,neutral,1005,17,5,7,"00:15:49,406","00:15:52,325",Je suppose que je pourrais lui donner un avertissement.
10085,Thank you.,Phoebe,joy,positive,1005,18,5,7,"00:15:52,493","00:15:54,160",- Je vous remercie.
10087,Go!,Phoebe,neutral,neutral,1005,19,5,7,"0:15:54,954","0:15:55,766",- Je vous en prie.
10088,Go!,Phoebe,anger,negative,1005,20,5,7,"0:15:55,766","0:15:57,472",- Je vous en prie.
10089,"Now, if after dinner you still really need to bust someone, I know a hot dog vendor who picks his nose.",Phoebe,disgust,negative,1005,21,5,7,"00:15:59,917","00:16:05,713","Si après le dîner tu veux vraiment arrêter quelqu'un, je connais un vendeur de hot-dog qui se prend le nez."
10090,"No! No! Phoebe, come on! I don’t want to switch! Please come on! I can throw wet paper towels here!",Rachel,sadness,negative,1006,0,6,18,"00:19:42,389","00:19:47,310",J'ai pas envie d'échanger ! Je peux jeter du Sopalin mouillé !
10091,No but at Monica’s you can eat cookies over the sink!,Phoebe,joy,positive,1006,1,6,18,"00:19:47,477","00:19:51,522","Chez Monica, tu peux manger des cookies au-dessus de l'évier."
10092,I know. I’m sorry.,Rachel,sadness,negative,1006,2,6,18,"00:19:52,649","00:19:55,193",Je sais.Désolée.
10093,All right fine! This looks like so much fun.,Phoebe,neutral,neutral,1006,3,6,18,"00:19:55,944","00:20:00,656","Très bien, soit.Ça a l'air trop rigolo !"
10094,Yeah.,Joey,neutral,neutral,1006,4,6,18,"00:19:58,238","00:20:00,656",- Je suis sûr.
10095,"God, what a mess.",Phoebe,neutral,neutral,1006,5,6,18,"00:20:00,824","00:20:03,159","Dieu, que c'est crade !"
10096,"Tell us what happened, Brown Bird Ross.",Chandler,neutral,neutral,1007,0,3,10,"00:18:28,816","00:18:31,567","Dis-nous ce qui s'est passé, Brown Bird Ross."
10097,"Well, I lost.",Ross,sadness,negative,1007,1,3,10,"00:18:32,903","00:18:34,070","Raconte, Jeannot !"
10098,"Some little girl loaned her uniform to her nineteen year old sister, who went down to the U.S.S.",Ross,sadness,negative,1007,2,3,10,"00:18:34,238","00:18:42,245",J'ai perdu. Une gosse a prêté sa tenue à sa soeur de 19 ans...pour aller sur le navire Nimitz
10099,"Nimitz, and sold over 2,000 boxes.",Ross,anger,negative,1007,3,3,10,"00:18:37,366","00:18:42,245",où elle a vendu plus de 2000 boîtes !
10100,Hey! How’d the interview go?,Chandler,joy,positive,1007,4,3,10,"00:18:44,248","00:18:47,416","Alors, cet entretien ?"
10101,"Oh, I blew it. I wouldn’t of even hired me.",Rachel,sadness,negative,1007,5,3,10,"00:18:44,248","00:18:49,710",Je l'ai foiré !Je ne me serais même pas embauchée !
10102,"Oh, come here sweetie, listen, you’re gonna go on like a thousand interviews before you get a job.",Ross,sadness,negative,1007,6,3,10,"00:18:49,878","00:18:58,511",Viens là.T'auras mille entretiens avant de décrocher un job !
10103,That’s not how that was supposed to come out.,Ross,sadness,negative,1007,7,3,10,"00:19:02,391","00:19:05,434",C'est pas ce que je voulais faire passer.
10104,This is the worst Christmas ever.,Phoebe,sadness,negative,1007,8,3,10,"00:19:05,602","00:19:08,062",C'est le pire des Noëls !
10105,"Y'know what Rach, maybe you should just, y'know stay here at the coffee house.",Chandler,neutral,neutral,1007,9,3,10,"00:19:08,230","00:19:11,399",Tu devrais peut-être rester bosser ici.
10106,I can’t!,Rachel,anger,negative,1007,10,3,10,"0:19:11,567","0:19:13,361",Je ne peux pas!
10107,It’s too late!,Rachel,anger,negative,1007,11,3,10,"0:19:13,361","0:19:15,614","C'est trop tard ! Terry a déjà engagé la fille, là"
10108,Terry already hired that girl over there.,Rachel,sadness,negative,1007,12,3,10,"0:19:15,614","0:19:15,762",bas !
10109,"Look at her, she’s even got waitress experience.",Rachel,sadness,negative,1007,13,3,10,"00:19:15,821","00:19:20,366",Regardez !Elle a même de l'expérience comme serveuse.
10110,Last night she was teaching everybody how to make napkin....  swans.,Rachel,sadness,negative,1007,14,3,10,"00:19:20,534","00:19:29,333","Hier, elle leur...montrait à tous comment plier...les serviettes...en forme de..."
10111,That word was swans.,Ross,neutral,neutral,1007,15,3,10,"00:19:31,253","00:19:32,753","Le mot était ""cygnes»."
10112,What do we got there?,Fireman No. 1,surprise,negative,1008,0,1,14,"00:16:20,729","00:16:22,188",Qu'est- ce qu'on a ?
10113,"A piece of something: boxer shorts, greeting cards, and what looks like a half-charred picture—Wow, that guy's hairier than the Chief!",Fireman No. 2,surprise,negative,1008,1,1,14,"00:16:23,357","00:16:34,534","Un morceau de savon, un caleçon ...des cartes de vux .Et une photo à moitié calcinée ...Ce mec est plus poilu que le chef !"
10114,"You know, it's a really funny story how this happened.",Monica,joy,positive,1008,2,1,14,"00:16:38,163","00:16:41,499",Faut que je vous raconte comment c'est arrivé .
10115,It's all right.,Fireman No. 3,neutral,neutral,1008,3,1,14,"0:16:41,750","0:16:42,543",Ça va aller.
10116,It's all right.,Fireman No. 3,neutral,neutral,1008,4,1,14,"0:16:42,543","0:16:42,885",Ça va aller.
10117,You don't have to explain.,Fireman No. 3,neutral,neutral,1008,5,1,14,"0:16:42,885","0:16:43,611",Ne vous expliquez pas .
10118,This isn't the first boyfriend bonfire that we've seen get out of control.,Fireman No. 3,neutral,neutral,1008,6,1,14,"00:16:43,711","00:16:46,838",C'est pas le premier bûcher de copains qui ait dégénéré .
10119,You're our third call tonight.,Fireman No. 1,neutral,neutral,1008,7,1,14,"0:16:49,550","0:16:50,902","C'est notre 3ème appel, ce soir ."
10120,Really?,Rachel,surprise,negative,1008,8,1,14,"0:16:50,902","0:16:51,898",- Je suis sûr.
10121,"Oh, sure, Valentine's is our busiest night of the year.",Fireman No. 2,neutral,neutral,1008,9,1,14,"00:16:52,094","00:16:55,179","La St- Valentin, on chôme pas !"
10122,"I'm so sorry, you guys. I didn't mean to bring you down.",Rachel,sadness,negative,1009,0,1,4,"00:13:51,121","00:13:56,209","Je suis désolée, les filles . Je voulais pas vous démoraliser ."
10123,"No, you were right. I don't have a plan.",Monica,neutral,neutral,1009,1,1,4,"00:13:56,377","00:14:01,714",T'avais raison .J'ai pas de plan !
10124,Thank God. Food.,Rachel,joy,positive,1009,2,1,4,"00:14:05,094","00:14:07,011",Pizza !
10125,Phoebe?,Monica,neutral,neutral,1009,3,1,4,"0:14:07,179","0:14:07,861",- Elle est là.
10126,What?,Phoebe,neutral,neutral,1009,4,1,4,"0:14:07,861","0:14:09,441",- Je ne sais pas.
10127,Do you have a plan?,Monica,neutral,neutral,1009,5,1,4,"0:14:09,557","0:14:10,829",T'as un plan ?
10128,I don't even have a 'pl'.,Phoebe,joy,positive,1009,6,1,4,"0:14:10,829","0:14:13,867","J'ai même pas de ""pla"" ..."
10129,"No, no, that's not what we ordered... We ordered a fat-free crust with extra cheese.",Rachel,sadness,negative,1009,7,1,4,"00:14:19,149","00:14:27,115",C'est pas ça !On voulait la pâte sans matière grasse et double fromage .
10130,Wait! Did you say 'G.Stephanopoulos?',Monica,surprise,negative,1009,8,1,4,"00:14:35,791","00:14:39,127",Vous n'êtes pas G . Stephanopoulos ?
10131,"Wait, was this a-a small mediterranean guy with curiously intelligent good looks?",Monica,surprise,positive,1009,9,1,4,"00:14:45,009","00:14:49,888",Dites ! C'est un petit Méditerranéen d'une beauté intelligente ?
10132,Was he wearing a stunning blue suit?,Monica,joy,positive,1009,10,1,4,"0:14:52,433","0:14:55,195",Il portait un costume bleu sensationnel ?
10133,And-and a power tie?,Phoebe,joy,positive,1009,11,1,4,"0:14:55,195","0:14:56,530",Une cravate Golden Boy ?
10134,Oh God.,Monica,surprise,negative,1009,12,1,4,"00:14:59,273","00:15:01,149",Je suis désolé.
10135,Are you nuts?! We've got George Stephanopoulos' pizza!,Monica,surprise,positive,1009,13,1,4,"00:15:03,611","00:15:07,447",Ça va pas ? On a la pizza de George Stephanopoulos !
10136,"Uh, Pheebs? Who's George Snuffalopagus?",Rachel,neutral,neutral,1009,14,1,4,"00:15:12,036","00:15:15,330",Qui est-ce ?
10137,Big Bird's friend.,Phoebe,neutral,neutral,1009,15,1,4,"00:15:18,042","00:15:19,417",Le copain de Big Bird .
10138,I see pizza!,Monica,joy,positive,1009,16,1,4,"00:15:22,713","00:15:23,755",Je vois la pizza !
10139,"Oh, I wanna see! Lemme see! Lemme see!",Phoebe,joy,positive,1009,17,1,4,"00:15:22,713","00:15:28,259",Je veux voir ! Laisse-moi voir .
10140,Hello? Who are we spying on?,Rachel,sadness,negative,1009,18,1,4,"00:15:26,216","00:15:28,259",Qui on épie ?
10141,"Hey, y'know what a really good rainy day game is?",Joey,neutral,neutral,1010,0,3,25,"00:07:03,381","00:07:05,340",Je connais un super jeu pour les jours de pluie.
10142,What?!,Monica,neutral,neutral,1010,1,3,25,"00:07:05,508","00:07:08,051",- Je suis désolé.
10143,"I mean naked game. Strip poker, we should totally play strip poker.",Joey,joy,positive,1010,2,3,25,"00:07:05,508","00:07:10,929",Un jeu de nudistes.Le strip-poker. On devrait y jouer.
10144,"No, no!",All,disgust,negative,1010,3,3,25,"0:07:11,097","0:07:12,109",Je suis là.
10145,What are you crazy?!,Monica,disgust,negative,1010,4,3,25,"0:07:12,109","0:07:12,698",T'es dingue ?
10146,"Come on! When you go away, you-you have to play, it’s like a law!",Joey,sadness,negative,1010,5,3,25,"00:07:12,807","00:07:16,476","En vacances, on est obligé de jouer. C'est la loi."
10147,Allll done!,Rachel,neutral,neutral,1010,6,3,25,"0:07:17,979","0:07:19,201",C'est fini.
10148,"Aww, thank you.",Monica,joy,positive,1010,7,3,25,"0:07:19,201","0:07:19,751",Merci.
10149,"Okay, who’s next?!",Rachel,neutral,neutral,1010,8,3,25,"00:07:19,856","00:07:22,232",A qui le tour ?
10150,No-o-o!  No way!,Ross,disgust,negative,1010,9,3,25,"00:07:24,026","00:07:27,696",Pas question.
10151,"Come on, please?! I’m boredddd! You let me do it once before.",Rachel,neutral,neutral,1010,10,3,25,"00:07:27,905","00:07:32,075",S'il te plaît. Je m'ennuie. Je te l'ai déjà fait.
10152,"Yeah well, if ah, if that’s the rule this weekend...  No!",Ross,joy,positive,1010,11,3,25,"00:07:36,456","00:07:39,666",Si c'est la règle de ce week-end...
10153,It’s beautiful! It’s like the first bathroom floor there ever was.  Whoa! Are you going in there for?,Monica,surprise,positive,1011,0,3,5,"00:13:34,438","00:13:44,239","C'est magnifique !Je n'avais jamais vu de sol carrelé si beau.Où tu vas, comme ça ?"
10154,"What, like a number?",Chandler,neutral,neutral,1011,1,3,5,"00:13:44,406","00:13:46,407",Tu veux des détails ?
10155,Hey!,Ross,joy,positive,1011,2,3,5,"0:13:49,912","0:13:50,288",Je suis là.
10156,Hi! Bye!,Chandler,neutral,neutral,1011,3,3,5,"0:13:50,288","0:13:52,615",Je vous salue.
10157,"Okay, I’m done with my choices, these are final.",Ross,neutral,neutral,1011,4,3,5,"00:13:53,791","00:13:58,920",J'ai fait mon choix.Et il est définitif.
10158,"Well, it’s about time.",Rachel,anger,negative,1011,5,3,5,"0:14:00,089","0:14:01,721",T'auras mis le temps.
10159,"Ooh, very official.",Joey,neutral,neutral,1011,6,3,5,"0:14:01,721","0:14:03,055",C'est très officiel.
10160,"Oh, yeah, well y'know Chandler printed it up on his computer.",Ross,neutral,neutral,1011,7,3,5,"00:14:03,175","00:14:07,554",Chandler me l'a imprimé sur son ordinateur.
10161,And who laminated it?,Monica,neutral,neutral,1011,8,3,5,"00:14:07,721","00:14:09,097",Qui l'a plastifié ?
10162,That would be me.,Ross,neutral,neutral,1011,9,3,5,"00:14:11,100","00:14:13,184",C'est moi.
10163,"All right let me see.  Uma Thurman, Winona Ryder, Elizabeth Hurely, Michelle Pfieffer, and Dorothy Hammel?",Rachel,neutral,neutral,1011,10,3,5,"00:14:13,352","00:14:21,025","Fais voir.Uma Thurman, Winona Ryder, Elizabeth Hurley...Michelle Pfeiffer...Dorothy Hamill?"
10164,"Hey, it’s my list.",Ross,anger,negative,1011,11,3,5,"00:14:29,535","00:14:31,703",C'est ma liste !
10165,"Okay honey, you do realize she only spins like that on ice.",Rachel,neutral,neutral,1011,12,3,5,"00:14:32,204","00:14:34,831",Tu sais qu'elle ne tourne que sur de la glace ?
10166,"Okay, Phoebe, this Dr. Oberman. He has no strong feelings about Fonzie or any of the",Ross,neutral,neutral,1012,0,5,3,"00:07:58,060","00:08:07,569",Voici le Dr Oberman.ll n'a pas de sentiment particulier pour Fonzie. . .ni personne de la bande des <i>Happy Days.</i>
10167,Hi! And you're going into what grade?,Phoebe,surprise,positive,1012,1,5,3,"00:08:08,613","00:08:10,655",Vous entrez en quelle classe ?
10168,"Umm, I'm actually a first year resident, but I get that a lot, you see, I-I graduated early",Dr. Oberman,joy,positive,1012,2,5,3,"00:08:11,824","00:08:15,410","En 1 ère année d'internat, mais j'ai été diplômé jeune."
10169,"Uh-huh, me too. Ross, maybe I should've specified that I'd be needing a grown up doctor.",Phoebe,joy,positive,1012,3,5,3,"00:08:15,578","00:08:21,583",Moi aussi.J'aurais dû préciser que je voulais un médecin adulte.
10170,"Oh no, I'm fully qualified to",Dr. Oberman,joy,positive,1012,4,5,3,"00:08:22,376","00:08:24,044",Je suis tout à fait qualifié. . .
10171,Shh!,Phoebe,anger,negative,1012,5,5,3,"0:08:24,253","0:08:24,712",Je suis là.
10172,"Doogie, shh!",Phoebe,anger,negative,1012,6,5,3,"0:08:24,712","0:08:25,359",Je suis en train de vous dire que vous êtes un homme.
10173,Doesn't anybody understand that I'm gonna be having babies soon?,Phoebe,surprise,negative,1012,7,5,3,"0:08:27,882","0:08:31,144",Personne ne voit que je suis sur le point d'accoucher ?
10174,Huh?,Phoebe,surprise,negative,1012,8,5,3,"0:08:31,144","0:08:32,235",Je suis là.
10175,Go!,Phoebe,anger,negative,1012,9,5,3,"0:08:32,845","0:08:34,722",Allez ! Ouste
10176,"Go little boy, go!",Phoebe,anger,negative,1012,10,5,3,"0:08:34,722","0:08:34,866",mon petit !
10177,Oh cool! You made him cry!,Frank,joy,positive,1012,11,5,3,"00:08:38,684","00:08:41,019",Géant ! Tu l'as fait chialer !
10178,"Hey, there’s uh, some people outside, askin’ about candy.",Ross,neutral,neutral,1013,0,7,9,"00:13:59,588","00:14:03,967",Il y a des gens qui demandent des bonbons.
10179,"Well, they’re just gonna have to wait aren’t they? I’ve only got two hands!!",Monica,anger,negative,1013,1,7,9,"00:14:04,176","00:14:07,512",Ils attendront! Je n'ai que deux mains!
10180,Need some help?,Ross,neutral,neutral,1013,2,7,9,"00:14:07,972","00:14:11,057",Je peux t'aider?
10181,No! You don’t know the system! There’ll be nobody messing with the system!,Monica,anger,negative,1013,3,7,9,"00:14:07,972","00:14:13,768",Tu connais pas le système!Personne ne doit s'en mêler.
10182,Your license please.,Policeman,neutral,neutral,1014,0,7,22,"00:20:24,640","00:20:26,015",Votre permis.
10183,You don’t-you don’t want to hear about my dream Officer…Pretty?,Ross,neutral,neutral,1014,1,7,22,"00:20:27,684","00:20:34,357",Vous ne voulez pas que je vous raconte mon rêve...officier...Pretty?
10184,It’s Petty.  I’ll be right back with your ticket.,Policeman,neutral,neutral,1014,2,7,22,"00:20:37,903","00:20:43,574",C'est Petty.Je reviens avec votre contravention.
10185,You have a son!,Rachel,surprise,positive,1014,3,7,22,"0:20:46,161","0:20:47,538",Tu as un fils!
10186,I know. I know.,Ross,neutral,neutral,1014,4,7,22,"0:20:47,538","0:20:49,270","Je sais, je sais."
10187,"Uh, like, could these margaritas",Gerston,neutral,neutral,1015,0,1,22,"00:19:38,969","00:19:42,722","<i><b>""Ces margaritas pourraient être plus forts ? ""</b></i>"
10188,"Hello, Mr. Bing.",Santos,neutral,neutral,1015,1,1,22,"00:19:44,850","00:19:47,643","Bonjour, M . Bing ."
10189,Loved your Stevie Wonder last night.,Petrie,joy,positive,1015,2,1,22,"00:19:47,811","00:19:50,271","J'ai adoré votre Stevie Wonder, hier ."
10190,"Thanks. Listen, about the weekly numbers, I'm gonna need them on my desk",Chandler,neutral,neutral,1015,3,1,22,"00:19:51,899","00:19:55,359",Merci . Il me faut les estimations hebdomadaires ...
10191,Sure.,Santos,neutral,neutral,1015,4,1,22,"0:19:57,321","0:19:58,031",Bien sûr !
10192,No problem.,Gerston,neutral,neutral,1015,5,1,22,"0:19:58,031","0:20:00,071",Pas de problème .
10193,"You have to give 'em something, you know.",Chandler,joy,positive,1015,6,1,22,"00:20:02,492","00:20:04,410",Il faut alimenter .
10194,"Okay, now that was Gerston, Santos, and who's the guy with the moustache?",Chandler,neutral,neutral,1015,7,1,22,"00:20:04,578","00:20:07,830","Il y avait Gerston, Santos, et c'est qui, le moustachu ?"
10195,Petrie.,Phoebe,neutral,neutral,1015,8,1,22,"00:20:07,998","00:20:09,999",Petrie .
10196,"Petrie, right, right. Okay, some people gonna be working",Chandler,neutral,neutral,1015,9,1,22,"00:20:07,998","00:20:12,877",J'en connais qui vont bosser ...
10197,....right?,Ross,anger,negative,1016,0,3,17,"0:14:46,302","0:14:46,904",- Je suis sûr.
10198,Right?,Ross,anger,negative,1016,1,3,17,"0:14:46,904","0:14:48,906",- Je suis sûr.
10199,"I mean it’s pretty unbelievable y'know, I mean they just took off, took off without even looking back.",Ross,anger,negative,1016,2,3,17,"00:14:46,302","00:14:52,682","C'est vraiment incroyable, non ?Ils sont partis sans même se retourner."
10200,"Y'know I don’t, I don’t need them, huh, I’ve got you guys now as friends, you and Susan.",Ross,anger,negative,1016,3,3,17,"00:14:53,517","00:14:58,229",Je n'ai pas besoin d'eux. Je vous ai comme amies...toi et Susan.
10201,"Ah, Susan will be so pleased.",Carol,joy,positive,1016,4,3,17,"00:14:58,898","00:15:01,149",Susan sera vraiment enchantée.
10202,"717?  Where’s 717?  Hey, you’ve have more of these for Susan right?",Ross,surprise,positive,1016,5,3,17,"00:15:05,070","00:15:11,409",71 7 ? Qui a un numéro avec cet indicatif ?Il en reste pour Susan ?
10203,"No. But it’s okay, I’ll just put out pickles or something.",Carol,neutral,neutral,1016,6,3,17,"00:15:11,660","00:15:15,955","Non, mais c'est pas grave.Je vais sortir des cornichons."
10204,"Ross, thank God.",Phoebe,joy,positive,1016,7,3,17,"00:15:20,169","00:15:22,045",Ross !
10205,"Pheebs? What, why are you whispering?",Ross,surprise,negative,1016,8,3,17,"00:15:22,254","00:15:23,755",Phoebs ?Pourquoi tu chuchotes ?
10206,I ate a bug.,Phoebe,disgust,negative,1016,9,3,17,"00:15:24,298","00:15:26,215",J'ai avalé un moustique.
10207,"Hey Rach, the tampons here are only a penny. Let’s stock up.",Monica,joy,positive,1016,10,3,17,"00:15:27,384","00:15:32,013","Les tampax sont pas chers, ici.On devrait en acheter."
10208,"Listen Ross, we ran out of gas, and we don’t know where we are, so we can’t get a tow truck.",Phoebe,fear,negative,1016,11,3,17,"00:15:33,098","00:15:37,393",On est en panne. On sait pas où on est. On trouve pas de dépanneuse.
10209,"Oh, now you want a favour?",Ross,joy,positive,1016,12,3,17,"0:15:37,728","0:15:40,320",Tu veux que je vous aide ?
10210,"Yes, please.",Phoebe,neutral,neutral,1016,13,3,17,"0:15:40,320","0:15:41,441",Je vous en prie.
10211,"Well, oh, I’m sorry your car broke down Pheebs, but I’m a little too busy with some of my real friends right now, but please call to let me know you got home safely okay?",Ross,anger,negative,1016,14,3,17,"00:15:41,565","00:15:50,573",Je regrette que ta voiture soit en panne...mais je suis occupé avec mes vraies amies.Rappelle pour me dire si vous êtes bien rentrés.
10212,"Phoebe, hang on a second.  Here, take my car, go pick up your friends.",Carol,neutral,neutral,1016,15,3,17,"00:15:50,824","00:15:54,619","Phoebe, ne quitte pas.Prends ma voiture. Vas-y."
10213,"No, I’m not gonna pick them up.",Ross,anger,negative,1016,16,3,17,"00:15:54,828","00:15:56,454",J'irai pas.
10214,"Listen, we both know you’re gonna do it ‘cause you’re not a jerk.",Carol,neutral,neutral,1016,17,3,17,"00:15:56,705","00:15:59,666",On sait que tu iras parce que tu n'es pas un salaud.
10216,"So you can either sulk here for a half hour and then go pick them up, or save us both time and sulk in the car.",Carol,anger,negative,1016,18,3,17,"00:15:59,917","00:16:06,047",Tu peux rester bouder ici puis aller les chercher...ou bouder en chemin.
10217,"No, Rachel doesn’t want me to....",Ross,anger,negative,1016,19,3,17,"00:16:03,128","00:16:06,047",Rachel ne veut pas...
10218,"Look, I-I-I am sorry that Rachel dumped you ‘cause she fell in love with that Mark guy, and you are the innocent victim in all of this, but don’t punish your friends for what Rachel did to you.",Carol,neutral,neutral,1016,20,3,17,"00:16:06,298","00:16:14,263",Désolée qu'elle t'ait largué pour Mark.T'y es pour rien.Mais ne punis pas tes amis à cause d'elle.
10219,"Yeah, you’re right.",Ross,neutral,neutral,1016,21,3,17,"00:16:16,642","00:16:17,892",Tu as raison.
10234,So your dad dropped by. He’s a pleasant man!,Ross,joy,positive,1018,0,8,8,"00:16:20,229","00:16:25,400",Ton père est passé me voir.ll est sympathique.
10235,Oh no,Rachel,fear,negative,1018,1,8,8,"0:16:25,609","0:16:28,161",Oh non!
10236,I’d better go. (She goes and sits down in the,Phoebe,neutral,neutral,1018,2,8,8,"0:16:28,161","0:16:29,044",Je m'en vais.
10237,"Ross I’m so sorry. Okay. I-I will promise I will straighten this out with him tomorrow in person, or via e-mail.",Rachel,sadness,negative,1018,3,8,8,"00:16:38,747","00:16:46,129","Ross, excuse-moi.Je vais arranger ça avec lui demain en personne.Ou par courrier."
10238,I don’t care about your dad! I care about Mona! She was there and now she’s totally freaked out!,Ross,anger,negative,1018,4,8,8,"00:16:47,047","00:16:52,010","Je me fiche de ton père, je pense à Mona. Elle panique complètement."
10239,"Oh okay, I’ll fix that to. What’s her e-mail address?",Rachel,neutral,neutral,1018,5,8,8,"00:16:52,261","00:16:54,554",Donne-moi son adresse courrier.
10240,Rachel!,Ross,anger,negative,1018,6,8,8,"00:16:54,722","00:16:56,222",Elle est là.
10241,"All right, I promise. I’ll fix this. I swear. I’ll-I’ll-I’ll-I’ll talk to her.",Rachel,fear,negative,1018,7,8,8,"00:16:56,807","00:16:59,809",Je te promets d'arranger ça. Je vais lui parler.
10242,Okay!,Ross,anger,negative,1018,8,8,8,"0:17:00,060","0:17:00,692",Je suis là.
10243,Okay.,Rachel,neutral,neutral,1018,9,8,8,"0:17:00,692","0:17:01,194",Je suis en train de vous dire.
10244,Thank you!,Ross,anger,negative,1018,10,8,8,"0:17:01,194","0:17:01,866",Merci.
10245,That’s it?!,Phoebe,anger,negative,1018,11,8,8,"0:17:02,813","0:17:03,648",C'est tout
10246,You call that a fight?,Phoebe,surprise,negative,1018,12,8,8,"0:17:03,648","0:17:05,442",Vous appelez ça une bagarre
10247,Come on!,Phoebe,anger,negative,1018,13,8,8,"0:17:05,442","0:17:06,307",Je suis là.
10248,"""We were on a break!""",Phoebe,anger,negative,1018,14,8,8,"0:17:06,400","0:17:09,332",''On avait fait une pause ! ''
10249,"""No we weren’t!""",Phoebe,anger,negative,1018,15,8,8,"0:17:09,332","0:17:09,844",''Non ! '' Vous mollissez !
10250,What happened to you two?,Phoebe,surprise,negative,1018,16,8,8,"0:17:09,844","0:17:10,143",Qu'est-ce qui vous est arrivé?
10252,"Hi, could we get two burritos to go, please?",Chandler,neutral,neutral,1019,0,7,10,"00:04:13,920","00:04:16,171",Deux burritos à emporter
10253,I'm sorry.,Monica,neutral,neutral,1019,1,7,10,"0:04:18,549","0:04:19,467",Navrée
10254,"But not that sorry, 'cause you don't have to live with it.",Monica,neutral,neutral,1019,2,7,10,"0:04:19,467","0:04:22,299",mais pas tant que ça. Vous n'avez pas à vivre avec.
10255,"Um, we have a reservation under the name Chandler Bing.",Monica,neutral,neutral,1019,3,7,10,"00:04:22,428","00:04:24,888",On a réservé au nom de Bing.
10256,"Oh-kay, we'll have a table for you in about 45 minutes.",Maitre d',neutral,neutral,1019,4,7,10,"00:04:25,056","00:04:28,475",On aura une table pour vous dans 45 mn.
10257,Forty-five minutes? We have tickets to the,Chandler,surprise,negative,1019,5,7,10,"00:04:28,643","00:04:31,645",45 mn? On va voir The Music Man à 20h.
10258,"I'm sorry. Christmas is a very busy time, sir.",Maitre d',neutral,neutral,1019,6,7,10,"00:04:31,813","00:04:34,648","Navré. Pendant les fêtes, on fait le plein."
10259,Is this because of the burrito thing?,Chandler,sadness,negative,1019,7,7,10,"00:04:34,857","00:04:37,109",C'est à cause des burritos?
10260,You need to give him money.,Monica,neutral,neutral,1019,8,7,10,"0:04:39,612","0:04:41,031",Il faut l'arroser.
10261,Give him money? It was a joke!,Chandler,surprise,negative,1019,9,7,10,"0:04:41,031","0:04:43,012",L'arroser? Je blaguais!
10262,"No, to get a table! Places like this are always shakin’ you down. Everybody wants to be paid off.",Monica,anger,negative,1019,10,7,10,"00:04:43,866","00:04:50,455","Pour avoir une table! Dans ce genre d'endroit, on te presse le citron!"
10263,"Right, calm down, O'Mally. I'll slip him some money.",Chandler,neutral,neutral,1019,11,7,10,"00:04:46,953","00:04:55,711","T'emballe pas, O'Malley.Je lui filerai du blé."
10264,You've got to be smooth about it.,Monica,neutral,neutral,1019,12,7,10,"00:04:52,250","00:04:55,711",Mais faut faire ca discret.
10265,"Hey, I can be smooth.",Chandler,neutral,neutral,1019,13,7,10,"00:04:55,878","00:04:58,130",Je sais être discret.
