Sr No.,Utterance,Speaker,Emotion,Sentiment,Dialogue_ID,Utterance_ID,Season,Episode,StartTime,EndTime,greek_text
7889,I think that would be best.,Ross,neutral,neutral,795,4,7,6,"00:05:11,144","00:05:13,103",Νομίζω ότι αυτό θα ήταν το καλύτερο.
7890,"Yeah. All right, I’ll talk to you later.",Joey,neutral,neutral,795,5,7,6,"00:05:13,313","00:05:15,022","-Εντάξει, μιλάμε αργότερα. -Οχι γι'αυτό όμως."
7891,Okay. But not about this!,Ross,anger,negative,795,6,7,6,"0:05:15,189","0:05:16,491","Εντάξει, αλλά όχι γι' αυτό!"
7892,No! Never! Never!  Bye.,Joey,anger,negative,795,7,7,6,"0:05:16,491","0:05:18,710","Ποτέ, ποτέ!"
7893,No touch! No touch!,Ross,neutral,neutral,795,8,7,6,"00:05:22,155","00:05:24,364",-Γεια. -Μην μ'αγγίζεις!
7894,"Umm ma’am, do you have a minute?  I kind of have some bad news. I don’t think I can move to Tulsa.",Chandler,sadness,negative,796,0,9,2,"00:13:27,223","00:13:34,395","Συγγνώμη, έχετε λίγο χρόνο;Εχω μάλλον δυσάρεστα νέα. Δεν μπορώ να μετακομίσω στην Τούλσα."
7895,What?,Ms. McKenna,surprise,negative,796,1,9,2,"0:13:34,980","0:13:35,648",- Τι; - Τι;
7896,"It’s a funny story, actually.",Chandler,neutral,neutral,796,2,9,2,"0:13:35,648","0:13:38,038",Είναι πολύ διασκεδαστική η ιστορία.
7897,"I kind of fell asleep  in the meeting this morning so when I said I’d move to Tulsa, I didn’t really  know what I was saying.",Chandler,neutral,neutral,796,3,9,2,"00:13:39,902","00:13:47,408",Βλέπετε αποκοιμήθηκα στο πρωινό μίτινγκ......και όταν είπα ότι θα μετακομίσω στην Τούλσα δεν ήξερα τι έλεγα.
7898,You fell asleep?,Ms. McKenna,surprise,negative,796,4,9,2,"00:13:47,576","00:13:48,827",- Κοιμήθηκες;
7899,"But only because I was up all night worried about this  meeting, ain’t that funny?",Chandler,fear,negative,796,5,9,2,"00:13:48,994","00:13:53,832",-Αποκοιμήθηκες; -Επειδή έμεινα όλη νύχτα ξύπνιος......σκεπτόμενος το μίτινγκ! Δεν είναι αστείο;
7900,Irony?,Chandler,surprise,positive,796,6,9,2,"0:13:55,042","0:13:55,835",Δεν βλέπετε την ειρωνεία; Δεν τη συμπαθείτε; Εντάξει.
7901,"Not a fan, alright .",Chandler,neutral,neutral,796,7,9,2,"0:13:55,835","0:13:57,775",Δεν είμαι θαυμαστής.
7902,"See, here’s  the thing.",Chandler,neutral,neutral,796,8,9,2,"00:13:59,713","00:14:01,047","Βλέπεις, το θέμα είναι αυτό."
7903,I went home and told my wife about Tulsa and she won’t go.,Chandler,neutral,neutral,796,9,9,2,"00:14:01,215","00:14:04,843",Πήγα σπίτι και είπα στη σύζυγό μου για την Τούλσα. Δεν θέλει να πάει.
7904,"See, me, I  love Tulsa!",Chandler,joy,positive,796,10,9,2,"0:14:05,010","0:14:06,742","Εγώ απ'την άλλη, λατρεύω την Τούλσα. Είναι παράδεισος..."
7905,Tulsa is heaven!,Chandler,joy,positive,796,11,9,2,"0:14:06,742","0:14:08,488",Η Τούλσα είναι ο παράδεισος!
7906,Tulsa is Italy—Please don’t make me go  there!,Chandler,fear,negative,796,12,9,2,"00:14:08,597","00:14:11,015",...καλύτερη κι απ'την Ιταλία. Μην ν'αναγκάσετε να πάω!
7907,"Chandler, I…",Ms. McKenna,joy,positive,796,13,9,2,"0:14:11,183","0:14:12,155","Τσάντλερ, εγώ..."
7908,No no no!,Chandler,fear,negative,796,14,9,2,"0:14:12,155","0:14:12,784","- Όχι, όχι, όχι!"
7909,"Look, Carol, can I call you Carol?",Chandler,neutral,neutral,796,15,9,2,"00:14:12,935","00:14:16,062",-Τσάντλερ... -Κάρολ... Μπορώ να σε λέω Κάρολ;
7910,Wh-why  would I when your name is Elaine?,Chandler,joy,positive,796,16,9,2,"00:14:17,398","00:14:19,858","Γιατί να σε λέω Κάρολ, όταν λέγεσαι Ιλέιν;"
7911,"Oh what a great picture of your son,  strapping!",Chandler,joy,positive,796,17,9,2,"00:14:25,072","00:14:27,740",Τι ωραία φωτογραφία. Ο γιος σας είναι;
7912,"That’s a picture of your daughter, isn’t it,  well she’s lovely.",Chandler,joy,positive,796,18,9,2,"00:14:29,869","00:14:36,749","Η κόρη σας είναι, σωστά;"
7913,I like a girl with a strong jaw.,Chandler,sadness,negative,796,19,9,2,"00:14:33,122","00:14:36,749",Πολύ όμορφη. Ανέκαθεν μου άρεσε η γυναίκα να έχει έντονο πηγούνι.
7914,I’ll call you from Tulsa.,Chandler,neutral,neutral,796,20,9,2,"00:14:39,336","00:14:41,754",Θα σας τηλεφωνήσω απ'την Τούλσα.
7915,Hi.,Monica,neutral,neutral,797,0,1,21,"0:17:40,017","0:17:40,859",- Γεια σου.
7916,Hey.,Fake Monica,neutral,neutral,797,1,1,21,"0:17:40,859","0:17:42,407",- Γεια σου.
7917,How are you?,Monica,neutral,neutral,797,2,1,21,"00:17:42,561","00:17:44,187",Πώς είσαι;
7918,"I'm not too bad. Fortunately, blue's my colour. How-how did you know I was here?",Fake Monica,neutral,neutral,797,3,1,21,"00:17:44,354","00:17:49,776",'Οχι πολύ άσχημα. Ευτυχώς μου πάει το γαλάζιο.Πώς ήξερες ότι ήμουν εδώ;
7919,Because... I'm Monica Geller. It was my credit card you were using.,Monica,neutral,neutral,797,4,1,21,"00:17:51,862","00:17:59,702",...είμαι η Μόνικα Γκέλερ.Την κάρτα μου χρησιμοποιούσες.
7920,That I was not expecting.,Fake Monica,surprise,negative,797,5,1,21,"00:17:59,870","00:18:02,246",Αυτό δεν το περίμενα!
7921,"I want you to know, it wasn't me who turned you in.",Monica,neutral,neutral,797,6,1,21,"00:18:02,414","00:18:05,041",Θέλω να ξέρεις ότι δεν σε κατέδωσα εγώ.
7922,Oh. Thanks.,Fake Monica,neutral,neutral,797,7,1,21,"00:18:05,209","00:18:10,088","-Σ'ευχαριστώ. -'Οχι, εγώ σ'ευχαριστώ."
7923,"No, thank you! You have given me so much! I mean, if it wasn't for you, I would never have gotten to sing",Monica,joy,positive,797,8,1,21,"00:18:07,002","00:18:10,088",Μου έδωσες τόσα πολλά.Αν δεν ήσουν εσύ δε θα'χα καταφέρει......να τραγουδήσω ''Μέμορις'' στη σκηνή.
7924,"Well, actually, you only got to sing 'Memo-'.",Fake Monica,neutral,neutral,797,9,1,21,"00:18:17,930","00:18:20,056",Πρόλαβες να τραγουδήσεις μόνο ''Μέμο''.
7925,I just can't believe you're in here.,Monica,surprise,positive,797,10,1,21,"0:18:22,476","0:18:23,728",Δεν το πιστεύω ότι είσαι εδώ μέσα.
7926,"I mean, what am I gonna do without you?",Monica,sadness,negative,797,11,1,21,"0:18:23,728","0:18:26,455",Απίστευτο ότι είσαι εδώ! Τι θα κάνω χωρίς εσένα;
7927,Who's gonna crash the embassy parties with me?,Monica,sadness,negative,797,12,1,21,"00:18:26,563","00:18:29,107",Ποιός θα έρχεται μαζί μου απρόσκλητη σε πάρτυ;
7928,Who's gonna take me to the,Monica,sadness,negative,797,13,1,21,"00:18:29,274","00:18:31,526",Ποιός θα με πάει στο τσίρκο;
7929,"Uh... Oh, Mindy, you are so stupid. Oh, we are both so stupid.",Rachel,disgust,negative,798,0,1,20,"00:15:46,612","00:15:55,119","Μίντυ, είσαι τόσο ηλίθια.Κι οι δυο είμαστε ηλίθιες."
7930,What do you mean?,Mindy,neutral,neutral,798,1,1,20,"00:15:55,287","00:15:56,663",- Τι εννοείς; - Δεν ξέρω.
7931,Smell familiar?,Rachel,neutral,neutral,798,2,1,20,"0:15:59,166","0:16:00,048",Γνωρίζεις τη μυρωδιά;
7932,Oh no.,Mindy,fear,negative,798,3,1,20,"0:16:00,048","0:16:01,770","- Όχι, όχι."
7933,"Oh, I am so sorry.",Rachel,sadness,negative,798,4,1,20,"00:16:03,963","00:16:05,380",Λυπάμαι πολύ.
7934,"No me, I am so sorry...",Mindy,sadness,negative,798,5,1,20,"00:16:05,965","00:16:08,341","'Οχι, εγώ λυπάμαι."
7935,Oh my.,Joey,surprise,positive,798,6,1,20,"00:16:24,733","00:16:26,401","- Ω, Θεέ μου."
7936,"Well, there's no way I'm gonna get a shot.",Ross,fear,negative,799,0,2,6,"00:09:24,230","00:09:27,357",Αποκλείεται να κάνω ένεση.
7937,"Maybe they can take the needle and thquirt it into my mouth, you know, like a thquirt gun.",Ross,fear,negative,799,1,2,6,"00:09:24,230","00:09:30,860",Να μου ρίκθουν το υγρό θτο θτόμα. Θαν νεροπίθτολο.
7938,"Doctor, can I see you for just a minute please? My brother has a slight phobia about needles.",Monica,neutral,neutral,799,2,2,6,"00:09:38,786","00:09:47,168","Γιατρέ, μπορώ να σας δω ιδιαιτέρως;Ο αδελφός μου έχει μια ελαφρή φοβία για τις ενέσεις."
7939,Did you tell him about my thquirt gun idea?,Ross,neutral,neutral,799,3,2,6,"00:09:47,336","00:09:49,337",Του είπεθ την ιδέα μου για το νεροπίθτολο;
7940,"My brother, the PhD would like to know if there's any way to treat this orally.",Monica,neutral,neutral,799,4,2,6,"00:09:51,757","00:09:56,595","Ο αδελφός μου, ο διδάκτωρ, θέλει να μάθει......αν γίνεται η θεραπεία από το στόμα."
7941,"No, under these circumstances it has to be an injection, and it has to be now.",Doctor,neutral,neutral,799,5,2,6,"00:09:56,762","00:10:02,142","'Οχι, πρέπει να γίνει ένεση. Και αμέσως."
7942,Tho?,Ross,neutral,neutral,799,6,2,6,"00:10:03,060","00:10:04,603",- Τι;
7945,"Um, the doctor says it's gotta be a needle.",Monica,neutral,neutral,801,0,2,6,"00:10:06,647","00:10:10,817",Κάθησε... Ο γιατρός λέει ότι πρέπει να είναι βελόνα.
7946,"You're just gonna have to be brave, ok?",Monica,neutral,neutral,801,1,2,6,"0:10:10,985","0:10:13,117",Πρέπει να'σαι γενναίος. Θα το κάνεις για μένα;
7947,Can you do that for me?,Monica,neutral,neutral,801,2,2,6,"0:10:13,117","0:10:15,871",Μπορείς να το κάνεις αυτό για μένα;
7948,Ok.,Ross,neutral,neutral,801,3,2,6,"00:10:17,116","00:10:18,450","- Εντάξει, εντάξει."
7949,Ok. Oh boy. You are doin' so good. You wanna squeeze my hand?,Monica,neutral,neutral,801,4,2,6,"00:10:17,116","00:10:25,165",Τα πας πολύ καλά!Θέλεις να μου σφίξεις το χέρι;
7950,Yes!,Ross,fear,negative,801,5,2,6,"00:10:23,456","00:10:25,165","- Ναι, ναι!"
7952,"All right, Ross, don't squeeze it so hard.",Monica,neutral,neutral,801,6,2,6,"00:10:26,334","00:10:28,376",Μην το σφίγγεις τόσο πολύ.
7953,"Honey, really, don't squeeze it so hard!",Monica,anger,negative,801,7,2,6,"00:10:28,544","00:10:30,879",Μην το σφίγγεις τόσο πολύ...
7955,Let go of my hand!,Monica,anger,negative,801,8,2,6,"00:10:31,339","00:10:33,173",'Ασε το χέρι μου!
7956,You’re gonna love me so much. I got Sting tickets!!,Ross,joy,positive,802,0,8,10,"00:21:19,945","00:21:24,031",Θα με λατρέψεις. Βρήκα εισιτήρια!
7957,Oh my God! I do love you! How did you do it?!,Phoebe,joy,positive,802,1,8,10,"00:21:24,199","00:21:27,952","Θεέ μου, σε λατρεύω! Πώς τα κατάφερες;"
7958,Well…let’s just say,Ross,neutral,neutral,802,2,8,10,"00:21:28,120","00:21:30,121",Ας πούμε απλώς.
7959,"Oo, where are the seats?",Phoebe,joy,positive,802,3,8,10,"0:21:35,252","0:21:36,379",-Πού είναι οι θέσεις; -Στον μεσαίο εξώστη.
7960,"Uh, middle balcony.",Ross,neutral,neutral,802,4,8,10,"0:21:36,379","0:21:37,444",Μέσα μπαλκόνι.
7961,You’re a mean old woman.,Boy in the Cape,anger,negative,803,0,8,6,"00:14:48,888","00:14:50,722",Είσαι μια κακιά γριά.
7962,No! Wait no! Shut up—I mean don’t cry! Let me get my checkbook!,Rachel,sadness,negative,803,1,8,6,"00:14:50,890","00:14:55,059",Μην κλαις.Κάτσε να φέρω τις επιταγές!
7963,"Look honey, you don’t have to do this, okay?",Monica,surprise,negative,803,2,8,6,"00:14:55,227","00:14:57,395",Δε χρειάζεται να το κάνεις
7964,It’s the strength you have inside that means the most to me.,Monica,joy,positive,803,3,8,6,"00:14:57,563","00:15:00,440",Η εσωτερική δύναμη μετράει
7965,"You’re loyal, you’re honest, and you have integrity!",Monica,joy,positive,803,4,8,6,"00:15:00,608","00:15:04,903",Είσαι πιστός και τίμιος και ακέραιος χαρακτήρας.
7966,That’s the kind of strength that I want in the man that I love!,Monica,joy,positive,803,5,8,6,"00:15:05,070","00:15:08,156",Αυτό το είδος δύναμης θέλω στον άντρα που αγαπώ.
7967,That means nothing to me.  Come on!,Chandler,anger,negative,803,6,8,6,"00:15:08,324","00:15:11,451",Δε σημαίνει τίποτα για μένα.
7968,"Oh! Hey, Mr. Treeger.",Rachel,fear,negative,804,0,4,4,"00:00:43,418","00:00:44,710","Γειά σου, κ. Τρίγκερ."
7970,: What are you doing?,Mr. Treeger,neutral,neutral,804,1,4,4,"00:01:04,022","00:01:05,015",Τι κάνεις;
7971,Ummm. Oh! I’m sorry.  It’s a little old but,Rachel,joy,positive,804,2,4,4,"00:01:05,273","00:01:13,489",Με συγχωρείς.Είναι λίγο μπαγιάτικο...
7972,: No! You’re clogging up the chute that I spent a half-hour unclogging!,Mr. Treeger,anger,negative,804,3,4,4,"00:01:15,158","00:01:18,285",Βουλώνεις τον αγωγό που μόλις ξεβούλωσα.
7973,I’m sorry. I didn’t—I don’t come in here a lot.,Rachel,sadness,negative,804,4,4,4,"00:01:18,536","00:01:21,580",Συγγνώμη. Δεν έρχομαι εδώ συχνά.
7974,": Oh yeah, of course you don’t!",Mr. Treeger,anger,negative,804,5,4,4,"00:01:21,748","00:01:25,501",Φυσικά όχι. Είσαι μια μικρή πριγκίπισσα.
7976,": ‘Cause you’re a little princess! ""Daddy, buy me a pizza. Daddy, buy me a candy factory. Daddy, make the cast of",Mr. Treeger,disgust,negative,804,6,4,4,"00:01:21,748","00:01:34,510","Μπαμπά, πάρε πίτσα.Θέλω εργοστάσιο γλυκών.Μπαμπά, φέρε τη χορωδία <i>Γάτες</i> να μου τραγουδήσει «Χρόνια Πολλά»."
7978,": You think you could make a mess and the big man in coveralls will come in here and clean it up, huh?",Mr. Treeger,anger,negative,804,7,4,4,"00:01:35,595","00:01:41,517",Νομίζεις πως θα έρχεσαι......να τα βρομίσεις κι ένας άντρας με φόρμα θα τα καθαρίσει;
7979,"Well, why don’t think of someone else for a change?",Mr. Treeger,anger,negative,804,8,4,4,"00:01:41,726","00:01:44,812",Σκέψου και τους άλλους για λίγο.
7980,"Okay, I’m sorry.",Rachel,sadness,negative,804,9,4,4,"00:01:48,942","00:01:50,651","Καλά, συγγνώμη."
7981,Hello!,Ross,joy,positive,805,0,4,5,"00:00:08,341","00:00:10,050",Γειά σας!
7982,What's this?,Ross,neutral,neutral,805,1,4,5,"00:00:10,552","00:00:11,844",Τι είναι αυτό;
7983,Oh right its that girl's phone number.,Ross,neutral,neutral,805,2,4,5,"00:00:12,095","00:00:15,097",Είναι το τηλέφωνο ενός κοριτσιού.
7984,"Yeah-yeah, there it is, just a phone number a really hot girl gave me.",Ross,joy,positive,805,3,4,5,"00:00:18,143","00:00:24,023",Ορίστε. Απλώς ο αριθμός τηλεφώνου......μιας απίστευτης κουκλάρας.
7985,"It's no big deal, I mean it is her home phone number, but... Whoa!",Ross,surprise,positive,805,4,4,5,"00:00:25,775","00:00:35,701","Δεν τρέχει τίποτα. Δηλαδή, είναι ο αριθμός του σπιτιού της..."
7986,"Whoa-whoops, I almost lost this baby!",Ross,joy,positive,805,5,4,5,"00:00:37,829","00:00:41,749",Παραλίγο να το χάσω!
7987,"Yeah, the lovely Amanda gives me her number and I-I go and drop it.",Ross,anger,negative,805,6,4,5,"00:00:42,459","00:00:46,962",Η ωραία Αμάντα μου δίνει τον αριθμό της και παραλίγο να μου πέσει.
7988,Thank you.,Phoebe,neutral,neutral,805,7,4,5,"00:00:56,014","00:00:57,222",Ευχαριστώ.
7989,I don’t know how any of these got opened?!,Monica,surprise,negative,806,0,8,2,"00:17:21,373","00:17:23,833",Δεν ξέρω πώς άνοιξαν αυτά!
7990,You opened them all?,Joey,surprise,negative,806,1,8,2,"00:17:25,627","00:17:29,547",-Τα άνοιξες όλα; -Είμαι απαίσια!
7991,"I know! I know! I am a terrible person! I mean, Chandler is never going to trust me with anything ever again!",Monica,joy,positive,806,2,8,2,"00:17:25,627","00:17:32,675",Ο Τσάντλερ δεν θα με ξαναεμπιστευτεί ποτέ.
7992,Oh hey! You got my parent’s gift!,Joey,joy,positive,806,3,8,2,"0:17:33,052","0:17:35,864","-Το δώρο των γονιών μου! -Ναι, τι είναι αυτό;"
7993,Yeah. What is that?,Monica,neutral,neutral,806,4,8,2,"0:17:35,864","0:17:37,277",- Τι είναι αυτό;
7994,"Well, I don’t know. I think it does something to salami.",Joey,sadness,negative,806,5,8,2,"00:17:37,431","00:17:40,475",Δεν ξέρω. Νομίζω ότι κάνει κάτι στο σαλάμι.
7995,Hey! How’d it go?,Monica,sadness,negative,806,6,8,2,"0:17:43,145","0:17:44,438",-Πώς πήγε; -Τι είπε ο Ταγκ;
7996,Yeah. What-what did Tag say?,Joey,neutral,neutral,806,7,8,2,"0:17:44,438","0:17:46,293",Τι είπε ο Τέιγκ;
7997,Tag is not the father! And Joey knows now?,Rachel,sadness,negative,806,8,8,2,"00:17:46,440","00:17:49,650",Ο Ταγκ δεν είναι ο πατέρας. Το ξέρει κι ο Τζόι τώρα;
7998,"I do Rach. I do, and I so happy for you.",Joey,joy,positive,806,9,8,2,"00:17:49,902","00:17:53,905",Το ξέρω και είμαι πολύ χαρούμενος για σένα.
7999,"Oh wow, you didn’t even try to unhook my bra!",Rachel,surprise,positive,806,10,8,2,"00:17:56,575","00:18:00,119",Δεν προσπάθησες να μου ξεκουμπώσεις το σουτιέν.
8000,So are you ever gonna tell whoever it is?,Monica,neutral,neutral,806,11,8,2,"00:18:02,498","00:18:05,166","-Θα το πεις στον πατέρα; -Θα του το πω, αλλά όχι απόψε."
8001,"No, I will. I’m just not up for it tonight.",Rachel,neutral,neutral,806,12,8,2,"00:18:05,334","00:18:08,086","Όχι, δεν είμαι έτοιμος για απόψε."
8002,"Hey Rach listen, no matter what this guy says I want you to know you’re not gonna be alone in this.",Joey,joy,positive,806,13,8,2,"00:18:08,253","00:18:12,131","'Ο,τι κι αν πει αυτός, δε θα είσαι μόνη σου."
8003,I’m not?,Rachel,surprise,negative,806,14,8,2,"00:18:12,382","00:18:13,716",- Δεν είμαι;
8004,Listen I uh…  It’s a scary world out there especially if you’re a single mom.,Joey,fear,negative,806,15,8,2,"00:18:14,009","00:18:22,683",Ο κόσμος είναι τρομαχτικός ειδικά για μια ανύπαντρη μητέρα.
8005,"Y’know, I always felt like you and I have this-this special bond.",Joey,neutral,neutral,806,16,8,2,"00:18:24,103","00:18:28,064",Πάντα ένιωθα έναν ξεχωριστό δεσμό μεταξύ μας.
8007,"So,  Rachel Green will you marry me?",Joey,joy,positive,806,17,8,2,"00:18:29,608","00:18:32,110","Ρέιτσελ Γκρην, θα με παντρευτείς;"
8008,Thank you.,Rachel,neutral,neutral,807,0,7,18,"00:14:11,058","00:14:14,185",- Ευχαριστώ. - Ευχαριστώ.
8009,If I can’t have it you can’t have it!,Joey,anger,negative,807,1,7,18,"00:14:25,281","00:14:27,991","Αφού δεν μπορώ να το έχω, δεν θα τό'χεις ούτε εσύ!"
8018,Yes!,Joey,joy,positive,809,0,6,6,"00:08:20,958","00:08:22,125","- Ναι, ναι!"
8019,I win again!,Joey,joy,positive,809,1,6,6,"0:08:22,293","0:08:23,253",Πάλι κέρδισα!
8020,Ha-ha!,Joey,joy,positive,809,2,6,6,"0:08:23,253","0:08:25,839",- Τι;
8021,That’s like 500 bucks you owe me!,Joey,joy,positive,809,3,6,6,"0:08:25,839","0:08:26,231",Τώρα μου χρωστάς $500!
8022,Whoo-ho-hoo!,Joey,joy,positive,809,4,6,6,"0:08:26,231","0:08:26,373",- Τι;
8023,$500 that is a loooot of electricity!,Joey,joy,positive,809,5,6,6,"00:08:26,756","00:08:33,178",$500! Αυτά φτάνουν για πολύ ρεύμα!
8024,Whoo-ho-ho!,Joey,joy,positive,809,6,6,6,"00:08:28,633","00:08:33,178",- Τι;
8025,I gotta buy some food.,Joey,neutral,neutral,809,7,6,6,"00:08:33,346","00:08:35,680",Πρέπει να πάρω και μερικά τρόφιμα!
8026,"Okay, give me a chance to win my money back. Okay? Sudden death, one goal, $1,000.",Chandler,neutral,neutral,809,8,6,6,"00:08:35,848","00:08:41,728","Θα μου δώσεις την ευκαιρία να πάρω πίσω τα λεφτά μου!Λοιπόν, με το ένα γκολ, $1.000!"
8027,You serious?,Joey,surprise,positive,809,9,6,6,"0:08:42,313","0:08:42,905",-Σοβαρολογείς; -Βεβαίως!
8028,Oh yes!,Chandler,anger,negative,809,10,6,6,"0:08:42,905","0:08:43,829","- Ναι, ναι."
8029,"Okay, get ready to owe me!",Joey,joy,positive,809,11,6,6,"00:08:44,315","00:08:47,484",Ετοιμάσου τότε να μου χρωστάς κι άλλα.
8030,Okay.,Chandler,neutral,neutral,809,12,6,6,"00:08:45,608","00:08:47,484","- Εντάξει, εντάξει."
8031,"Okay, here we go. Ready?",Joey,neutral,neutral,809,13,6,6,"00:08:47,652","00:08:48,944",Πάμε λοιπόν. Ετοιμος;
8032,No! No! No! No——one can beat me.,Chandler,anger,negative,809,14,6,6,"00:09:13,761","00:09:18,974",Οχι!Δεν είναι δυνατόν να με νικήσουν!
8033,"See? Now, that’s why only the little fake men are supposed to do all the kicking.",Chandler,fear,negative,809,15,6,6,"00:09:22,812","00:09:26,565",Μόνο τ'ανθρωπάκια ποδοσφαίρου πρέπει να ρίχνουν κλωτσιές!
8052,Aaron! You gotta let me go. The guy’s hammered!,Joey,joy,positive,811,0,7,24,"00:12:17,445","00:12:20,989","Αρον, άφησέ με να φύγω. Ο τύπος είναι στουπί στο μεθύσι."
8053,"I’m sorry Joey, as long as he’s here and he’s conscious we’re still shooting.",The Director,neutral,neutral,811,1,7,24,"00:12:21,198","00:12:26,119","Λυπάμαι, Τζόι, όσο είναι εδώ κι έχει τις αισθήσεις του, θα γυρίζουμε."
8054,You wouldn’t happen to have a very big fork?,Richard,neutral,neutral,811,2,7,24,"00:12:35,337","00:12:39,257",Μήπως σου βρίσκεται κανένα μεγάλο πιρούνι;
8055,"So I uh, I just talked to the director. That’s it, we’re done for the day.",Joey,neutral,neutral,811,3,7,24,"00:12:40,843","00:12:46,598","Μόλις μίλησα με τον σκηνοθέτη. Αυτό ήταν, τελειώσαμε για σήμερα."
8056,Well have we finished the scene?,Richard,surprise,negative,811,4,7,24,"00:12:47,558","00:12:49,184",Τελειώσαμε τη σκηνή;
8057,Yeah! You…you were wonderful.,Joey,joy,positive,811,5,7,24,"0:12:49,435","0:12:51,867","Ναι, ήσουν καταπληκτικός."
8058,As were you.,Richard,neutral,neutral,811,6,7,24,"0:12:51,867","0:12:54,108",Κι εσύ το ίδιο.
8059,"So I got your car, it’s right outside.",Joey,neutral,neutral,811,7,7,24,"00:12:54,899","00:12:57,025","-Εφερα το αμάξι σου, είναι απ'έξω. -Ευχαριστώ. Παρακαλώ!"
8062,"Oh, thank you. You’re welcome.",Richard,joy,positive,811,8,7,24,"00:12:57,234","00:12:59,778","Ευχαριστώ, είσαι ευπρόσδεκτος."
8063,No-no-no! We gotta go! Come on!  Here we go.,Joey,fear,negative,811,9,7,24,"00:13:00,571","00:13:04,574","Οχι, όχι. Πρέπει να φύγουμε.Αντε, πάμε."
8064,Is that my ass?,Richard,joy,positive,811,10,7,24,"00:13:06,076","00:13:08,328",Δικός μου πισινός είναι αυτός;
8065,What about these? These look the same?,Monica,neutral,neutral,812,0,5,19,"00:21:28,620","00:21:30,454",Μοιάζουν ίδια;
8066,Definitely!,Phoebe,joy,positive,812,1,5,19,"0:21:30,664","0:21:31,596",Ασφαλώς.
8067,Not as each other!,Monica,neutral,neutral,812,2,5,19,"0:21:31,596","0:21:32,756",Όχι μεταξύ τους.
8068,"Oh, then no.",Phoebe,neutral,neutral,812,3,5,19,"00:21:32,874","00:21:34,667","Τότε, όχι."
8069,Hey!,Chandler,joy,positive,812,4,5,19,"0:21:37,296","0:21:37,964",- Γεια σου!
8070,Hi!,Monica,anger,negative,812,5,5,19,"0:21:37,964","0:21:39,186",Γεια σου!
8073,You look amazing. I'm the luckiest man in the world.,Chandler,joy,positive,812,8,5,19,"00:21:39,506","00:21:42,758",Καταπληκτική. Είμ' ο πιο τυχερός άντρας στο κόσμο.
8074,"Ohh, you're about to get a little luckier.",Monica,joy,positive,812,9,5,19,"00:21:42,926","00:21:45,594",Θα γίνεις πιο τυχερός.
8075,Let me see the earrings.,Chandler,neutral,neutral,812,10,5,19,"0:21:45,762","0:21:46,764",-Να δω τα σκουλαρίκια. -Σωστά.
8076,"Oh, honey, the earrings",Monica,neutral,neutral,812,11,5,19,"0:21:46,764","0:21:48,536","Αγάπη μου, τα σκουλαρίκια."
8077,They look great! Does your boyfriend have the best taste or what?,Chandler,joy,positive,812,12,5,19,"00:21:48,682","00:21:52,893",Θαυμάσια.Ο φίλος σου έχει καλό γούστο;
8078,My boyfriend really does have good taste!,Monica,joy,positive,812,13,5,19,"00:21:54,479","00:21:56,147",Ο φίλος μου έχει καταπληκτικό γούστο.
8079,Thanks for picking out the earrings man.,Chandler,neutral,neutral,812,14,5,19,"0:22:01,945","0:22:02,867",Ευχαριστώ που διάλεξες τα σκουλαρίκια.
8080,Mm-Hm,Ross,neutral,neutral,812,15,5,19,"0:22:02,867","0:22:04,037",- Ναι.
8081,"I know that there’s no hole there, I just really liked that picture.",Monica,neutral,neutral,813,0,4,15,"00:17:43,353","00:17:46,647",Μερικές φωτογραφίες που ζωγράφισα και κρέμασα.Ομορφαίνουν το χώρο. Δεν τον ομορφαίνουν;Δεν υπάρχει τρύπα εκεί. Απλώς μ' άρεσε η ζωγραφιά.
8082,Oh my God! Look at this!,Rachel,surprise,negative,813,1,4,15,"00:17:49,318","00:17:51,694","Ω, Θεέ μου! Κοίταξε!"
8083,"Okay, but there",Monica,neutral,neutral,813,2,4,15,"00:17:51,862","00:17:55,323",Υπάρχει καλώδιο εκεί πίσω! Κάπου είναι συνδεδεμένο!
8084,I don’t care! The wires have come loose in your head!,Rachel,anger,negative,813,3,4,15,"00:17:55,491","00:17:59,410",Δε με νοιάζει! Τα καλώδια ξεσυνδεθήκαν στο κεφάλι σου!
8085,I just thought that if I could follow the wire I could find out what it did.,Monica,neutral,neutral,813,4,4,15,"00:17:59,828","00:18:02,914","Αν ακολουθούσα το καλώδιο, θα έβρισκα τι έκανε."
8086,And did you?!,Rachel,sadness,negative,813,5,4,15,"00:18:03,082","00:18:06,000",Το βρήκες;
8087,"No. It disappears back there behind that baseboard. For a minute there, I thought it went downstairs.",Monica,neutral,neutral,813,6,4,15,"00:18:06,502","00:18:11,672","<i>'</i>Οχι.Εξαφανίζεται εκεί πίσω.Για μια στιγμή, νόμιζα πως πήγαινε κάτω."
8088,But it didn’t. Say hello to Mrs. Chatracus.,Monica,neutral,neutral,813,7,4,15,"00:18:16,386","00:18:22,767",Αλλά δεν πήγαινε.Η κα. Κατράκη.
8089,Oh my God.,Rachel,surprise,negative,813,8,4,15,"00:18:19,515","00:18:22,767","Ω, Θεέ μου!"
8090,Hello darling.,Mrs. Chatracus,neutral,neutral,813,9,4,15,"0:18:22,935","0:18:23,227","-Γεια σου, χρυσή μου. -Χαίρεται, κα. Κατράκη."
