Sr No.,Utterance,Speaker,Emotion,Sentiment,Dialogue_ID,Utterance_ID,Season,Episode,StartTime,EndTime,spanish_text
8665,Used to work with her. Used to! I’m a relative and I didn’t get invited! A,Monica,anger,negative,865,3,7,11,"00:12:12,440","00:12:17,402","Yo trabajaba con Frann.Ah, trabajas con ella, trabajabas.Yo soy pariente y ni siquiera me ha invitado, una pariente de sangre, de sangre."
8666,"Stop saying, ""Blood"" to strangers.",Ross,sadness,negative,865,4,7,11,"00:12:21,699","00:12:24,492","Deja de decir ""sangre"" a los desconocidos."
8667,"So, how about you huh? How do you know the happy couple?",Monica,joy,positive,865,5,7,11,"00:12:25,327","00:12:28,246",Y ustedes de donde conocen a los novios?.
8668,"Okay, you’re fine.",Monica,neutral,neutral,865,6,7,11,"00:12:32,752","00:12:34,127","Bueno, ustedes esta bien."
8669,"Monica, why have you brought me here of all places?!",Emily,surprise,negative,866,0,4,23,"0:19:24,371","0:19:26,248","Mónica, para qué me has traído aquí? - Ya veras."
8670,You’ll see.,Monica,neutral,neutral,866,1,4,23,"0:19:26,248","0:19:28,398",Te aseguro que esta boda no se celebrará.
8671,"I tell you, this wedding is not going to happen.",Emily,joy,positive,866,2,4,23,"00:19:28,500","00:19:31,460","Te digo, esta boda no va a suceder."
8673,"Okay? But-but imagine a lot more lights, okay? And-and y’know fewer bricks, and-and-and flowers, and candles",Ross,neutral,neutral,866,3,4,23,"00:19:35,007","00:19:43,598","Esta bien, pero imagínatela con mas luces....Y...y... ya sabes, con menos ladrilllos...Y.... con más flores y velas...."
8674,"And the musicians, look, they can go over here , okay? And the chairs can face this way , and…  You go.",Monica,neutral,neutral,866,4,4,23,"00:19:43,765","00:19:51,230","Los músicos podrían ponerse por aqui, esta bien.Las sillas estarían aquí...Sigue tu."
8675,"But-but, if you don’t love this, we’ll do it in any other place at any other time.",Ross,neutral,neutral,866,5,4,23,"00:19:54,985","00:19:56,027","Pero, si esto no te gusta podemos hacerlo en otro lugar y en otro momento...."
8676,"Really, it’s fine, whatever you want.",Ross,neutral,neutral,866,6,4,23,"00:19:56,195","00:19:59,447",En serio...estara bien cuando tu quieras.
8677,It’s perfect.,Emily,joy,positive,866,7,4,23,"00:20:01,200","00:20:02,742",Es perfecto.
8678,"And, I don’t know, if it starts to rain",Ross,joy,positive,866,8,4,23,"0:20:03,327","0:20:05,589","Y, no sé, si empieza a llover..."
8679,Well then we’ll get wet.,Emily,anger,negative,866,9,4,23,"0:20:05,589","0:20:07,211",Nos mojaremos todos.
8680,Ohh. And I don’t even have a date.,Monica,sadness,negative,866,10,4,23,"00:20:10,876","00:20:14,962",Yo ni siquiera tengo novio.
8681,Coming.,Rachel,neutral,neutral,867,0,7,16,"00:05:53,853","00:05:55,020",Tengo un asunto que tratar contigo.
8682,I have a bone to pick with you.,Ross,anger,negative,867,1,7,16,"00:06:03,654","00:06:06,239",Tengo un hueso que escoger contigo.
8683,Uh-oh.,Rachel,fear,negative,867,2,7,16,"00:06:08,159","00:06:09,868",- ¿Qué quieres?
8684,Yes! Ben learned a little trick.,Ross,anger,negative,867,3,7,16,"00:06:10,036","00:06:12,412",Sí!. Parece que le enseñaste a Ben un pequeño truco!.
8685,Oh yeah? Did he pull the old,Rachel,surprise,positive,867,4,7,16,"0:06:15,041","0:06:16,813",Oh sí?. Te hizo el viejo truco...
8686,That’s right! That’s right!,Ross,joy,positive,867,5,7,16,"0:06:16,813","0:06:18,519",Asi es!. Asi es!.
8687,Oh that.,Rachel,neutral,neutral,867,6,7,16,"00:06:27,637","00:06:29,971","Oh eso!.Sí eso!. Tu sabes que odio ese tipo de bromas!.Son malas, son estupidas y no quiero que mi hijo las aprenda!."
8688,Yeah that! You know I hate practical jokes! They’re mean and they’re stupid and-and I don’t want my son learning them!,Ross,anger,negative,867,7,7,16,"00:06:27,637","00:06:36,645","¡Sí, sabes que odio las bromas prácticas, son malas y estúpidas y no quiero que mi hijo las aprenda!"
8689,Y’know what? It doesn’t matter! Because it is not true!,Cecilia,anger,negative,868,0,7,15,"00:05:44,510","00:05:47,679",Sabes qué?. No importa. Porque eso no es verdad!.
8690,Okay.,Joey,neutral,neutral,868,1,7,15,"00:05:47,847","00:05:48,972",OK
8691,"And if it were true, how",Cecilia,neutral,neutral,868,2,7,15,"00:05:49,223","00:05:52,893",Y si fuera verdad... ¿Cómo te atreves a preguntarme consejosacerca de un personaje que he interpretado durante 20 años?Te dare un consejo!.
8692,Ms. Monroe…  Oh there you go.,Joey,neutral,neutral,868,3,7,15,"00:06:01,235","00:06:04,446",Escvuche Señora Monroe....Ahi esta!.
8693,Mark's a genius!,Joey,surprise,positive,869,0,3,12,"00:12:31,667","00:12:33,001",Mark es un genio!
8694,Why?! How?! How is he a genius?,Ross,surprise,negative,869,1,3,12,"0:12:33,169","0:12:37,048",Porque?! CÃ³mo?! CÃ³mo que es un genio?
8695,"Look, don't you see what's happening here.",Chandler,anger,negative,869,2,3,12,"0:12:37,048","0:12:37,188",Oye
8696,"Instead of hitting on her right away, he's becoming her confidant.",Chandler,anger,negative,869,3,3,12,"00:12:37,298","00:12:40,425",no ves lo que estÃ¡ pasando? En ves de ligÃ¡rsela enseguida se estÃ¡ convirtiendo en su confidente...
8697,Now he's gonna be the guy she goes too to complain about you.,Chandler,neutral,neutral,869,4,3,12,"00:12:40,593","00:12:44,053",Ahora ella le contara todas las quejas que tenga sobre ti.
8698,What am I going to do?,Ross,fear,negative,869,5,3,12,"00:12:44,221","00:12:45,430",QuÃ© puedo hacer?
8699,"Well, why don't you send her a musical bug, op, no you already did that.",Chandler,neutral,neutral,869,6,3,12,"00:12:45,598","00:12:49,976","Bueno, porquÃ© no le envÃ­as un bicho musical? ah no, eso ya lo hiciste."
8700,"All right look, you're going to have to go there yourself now, okay, make a few surprise visits.",Chandler,neutral,neutral,869,7,3,12,"00:12:51,937","00:12:57,776","Vale, mira, ahora vas a tener que ir allÃ­ y en persona. Hazle una visita sorpresa."
8701,I don't know you guys.,Ross,fear,negative,869,8,3,12,"00:12:55,149","00:12:57,776",No sÃ© tÃ­os.
8702,"All right fine, don't do anything, just sit here and talk to us, meanwhile she is talking to him about you.",Chandler,disgust,negative,869,9,3,12,"00:12:57,943","00:13:04,949","Bueno vale no hagas nada. QuÃ©date hablando con nosotros.Mientras tanto ella estÃ¡ hablando de ti con Ã©l. Ãl harÃ¡ su papel de Don Sensible,"
8703,"And he's being Mr. Joe Sensitive, and she starts thinking 'Maybe this is the guy for me, because he understands me.'",Chandler,disgust,negative,869,10,3,12,"00:13:05,117","00:13:09,287","y ella pensarÃ¡ 'Este es el tÃ­o que me conviene, porque me entiende.'"
8704,"And before you know it, she's with him.",Joey,anger,negative,869,11,3,12,"00:13:09,455","00:13:11,456","Y antes de darte cuenta, se liarÃ¡ con Ã©l"
8705,"And you'll be all, 'Ohh, man!'",Joey,anger,negative,869,12,3,12,"00:13:11,624","00:13:14,459","Te pondrÃ¡s en plan , 'Ohh Dios!'"
8706,"And he'll be all, 'Yes!'",Joey,anger,negative,869,13,3,12,"00:13:14,960","00:13:16,795","Y el en plan 'SÃ­Ã­!' Nosotros, estaremos en plan, 'Joo, tÃ­o.' Y en breve te pondrÃ¡s en plan,"
8707,"And us, we'll be like, 'Wh-whoa, dude.'",Joey,joy,positive,869,14,3,12,"00:13:19,006","00:13:21,633","'Hoooola,' y, y, y, 'No puedo ir, Rachel y Mark podrÃ­an estar allÃ­"
8708,"And pretty soon you'll be like,  'Hhiii,' and, and, and, 'I can't go, Rachel and Mark might be there.'",Joey,disgust,negative,869,15,3,12,"00:13:23,636","00:13:34,229","Y pronto vas a decir: ""Hiiii"", y, y, y, ""No puedo ir, Rachel y Mark podrían estar allí"
8709,"And we'll be like, 'Man get over it, it's been four years!!'",Joey,disgust,negative,869,16,3,12,"00:13:34,647","00:13:38,149","' Y te diremos,'TÃ­o, supÃ©ralo, ya han pasado cuatro aÃ±os!!'"
8710,He paints quite a picture doesn't he?,Chandler,neutral,neutral,869,17,3,12,"00:13:40,611","00:13:43,279","Te ha retratado el tÃ­o, verdad?"
8711,"This is what I’ve got going for the party so far, liquor wise. Get a lot of liquor.",Joey,neutral,neutral,870,0,4,22,"00:04:34,107","00:04:40,153",Tengo una lista con el alcohol que necesitamos para la fiesta.Comprar mucho alcohol. - Genial.
8712,Great. Great.,Ross,neutral,neutral,870,1,4,22,"00:04:37,527","00:04:40,153",- Qué bueno.
8713,"Okay, now uh, in terms of the invite list, I’ve got you, me, and Chandler and I’m gonna invite Gunther ‘cause, well, we’ve been talking about this pretty loud.",Joey,neutral,neutral,870,2,4,22,"00:04:40,321","00:04:47,828","Y en cuanto a los invitados, lógicamente estamos Chandler, tú y yo.....y voy a invitar a Gunther porque hemos estado hablando de esto bastante fuerte."
8714,I’ll be there.,Gunther,neutral,neutral,870,3,4,22,"00:04:47,996","00:04:49,496",Alli estare.
8716,"Listen, I know this is your party, but I’d really like to the number of museum geeks that are gonna be there.",Joey,neutral,neutral,870,4,4,22,"00:04:50,623","00:04:55,669","Ya sé que es tú fiesta, pero quisiera limitar el número de chiflados del museo que vendrán."
8717,"Yeah. Tell ya what, let’s not invite any of the anthropologists, only the dinosaur dudes!",Ross,neutral,neutral,870,5,4,22,"00:04:59,173","00:05:01,800","Sí, ya lo sé. No invitaremos a ningún antropólogo sólo a los colegas de los dinosaurios!"
8718,Okay! We’ll need a six-pack of,Joey,neutral,neutral,870,6,4,22,"00:05:04,345","00:05:07,556","Esta bien, necesitaremos unas latas de zumo."
8719,"Hey guys, what are you doing?",Chandler,neutral,neutral,870,7,4,22,"00:05:08,975","00:05:10,600","Hola muchachos, que estan haciendo?"
8720,"Hey, y’know what, if you’re gonna do that, if you’re gonna name him Joey, you should name him Chandler.",Chandler,neutral,neutral,871,0,4,18,"00:04:38,695","00:04:42,572","Phoebe, si vas a hacer eso y llamarlo Joey, mejor ponle Chandler..."
8721,"Oh, come on!",Chandler,sadness,negative,871,1,4,18,"00:04:43,449","00:04:46,994",Piénsalo
8722,"Chandler’s funny, sophisticated, and he’s very loveable, once you get to know him.",Chandler,neutral,neutral,871,2,4,18,"00:04:43,449","00:04:49,538",". Chandler es gracioso, sofisticado, y resulta muy agradable una vez que lo has conocido"
8723,"Oh well, hey, Joey’s loveable too! But the thing about Joey is, if you need him, he’ll be there.",Joey,neutral,neutral,871,3,4,18,"00:04:49,706","00:04:55,669","Joey también es muy agradable, y lo bueno de Joey es que cuando lo necesites allí estará!"
8724,"Well, Chandler will be there for you too.",Chandler,neutral,neutral,871,4,4,18,"00:04:55,837","00:05:00,090",Chandler también estará allí.
8725,"I mean, well, he might be a little late, but-but, he’ll be there.",Chandler,neutral,neutral,871,5,4,18,"00:04:55,837","00:05:02,884","Quiero decir, puede que llegue tarde, pero... pero allí estará él!"
8726,"And he’ll bring you some cold soda, if want you need him for is that you’re really hot.",Chandler,neutral,neutral,871,6,4,18,"00:05:03,052","00:05:06,513","Y te llevara un refresco, por si lo nesecitas, ya sabes por si tienes calor."
8727,What do ya say? What do ya say?,Joey,neutral,neutral,871,7,4,18,"00:05:07,557","00:05:09,349",Que dices?
8728,"Well, I, I like the idea of naming him after someone I love, and Joey and Chandler are great names.",Phoebe,neutral,neutral,871,8,4,18,"00:05:09,517","00:05:17,316","Bueno, me gusta la idea de ponerle el nombre de alguien que yo quiera....Y tanto Joey como Chandler son unos nombres geniales..."
8729,"But, all right, I don’t—maybe I’ll just name him The Hulk.",Phoebe,neutral,neutral,871,9,4,18,"00:05:23,072","00:05:26,867","Quizas, le ponga ""The Hulk""."
8730,I knew I shouldn’t have mentioned it! That’s what I wanted to name my kid!,Joey,sadness,negative,871,10,4,18,"00:05:28,494","00:05:32,622",No debería habértelo dicho... Así era como quería llamar a mi hijo!
8731,"What that Rachel did to her life.... We ran into her parents at the club, they were not playing very well.",Mrs. Geller,sadness,negative,872,0,1,2,"00:09:26,816","00:09:32,821","Es horrible lo que ha hecho Rachel con su vida, nos encontramos a sus padres en el club...y no jugaron nada bien."
8732,I'm not gonna tell you what they spent on that wedding... but forty thousand dollars is a lot of money!,Mr. Geller,surprise,negative,872,1,1,2,"00:09:33,030","00:09:38,034","No voy a decirles lo que se gastaron en esa boda...pero, Â¡Cuarenta mil dolares es mucho dinero!"
8733,"Well, at least she had the chance to leave a man at the altar...",Mrs. Geller,joy,positive,872,2,1,2,"00:09:40,997","00:09:44,666",Por lo menos ella tuvo la oportunidad de abandonar a un hombre en el altar.
8734,What's that supposed to mean?,Monica,surprise,positive,872,3,1,2,"00:09:47,837","00:09:50,589",Â¿QuÃ© quieres decir?
8735,Nothing! It's an expression.,Mrs. Geller,neutral,neutral,872,4,1,2,"0:09:50,798","0:09:52,530",Â¡Nada!Â¡Es sÃ³lo una expresion!
8736,No it's not.,Monica,neutral,neutral,872,5,1,2,"0:09:52,530","0:09:54,148",No lo creo.
8737,Don't listen to your mother.,Mr. Geller,neutral,neutral,872,6,1,2,"00:09:54,302","00:09:55,468",Â¡No le hagas caso a tu madre
8738,"You're independent, and you always have been!",Mr. Geller,neutral,neutral,872,7,1,2,"00:09:55,678","00:09:57,637",Â¡Eres independiente y siempre lo has sido
8739,"Even when you were a kid... and you were chubby, and you had no friends, you were just fine!",Mr. Geller,neutral,neutral,872,8,1,2,"00:09:57,847","00:10:03,351",Incluso cuando eras pequeÃ±a y gorda...y no tenÃ­as amigos te sentÃ­as perfectamente bien.
8740,"And you would read alone in your room, and your puzzles...",Mr. Geller,neutral,neutral,872,9,1,2,"00:10:05,146","00:10:08,273",LeÃ­as a solas en tu habitaciÃ³n y hacÃ­as puzzles.
8741,PBS Telethon.,Joey,neutral,neutral,873,0,5,4,"00:16:22,147","00:16:23,940",Teleton PBS.
8742,Hi Joey.,Phoebe,neutral,neutral,873,1,5,4,"00:16:24,108","00:16:25,149",Hola Joey!.
8743,Hey Pheebs!,Joey,joy,positive,873,2,5,4,"00:16:25,317","00:16:26,442",Hola Phoebs!.
8744,I,Phoebe,neutral,neutral,873,3,5,4,"00:16:28,320","00:16:30,405",Me gustaria hacer una donacion.Quisiera donar docientos dolares. - Docientos dolares?.
8745,"$200? Are you sure Pheebs? I mean, after what",Joey,surprise,negative,873,4,5,4,"00:16:30,572","00:16:34,867",Estas segura Phoeebs?. Despues de lo que Plaza Sesamo te hizo?.
8746,"Oh, I'm still mad at them but I also now that they bring happiness to lots of kids who's moms didn't kill themselves, so by supporting them, I'm doing a good thing, but I'm not",Phoebe,anger,negative,873,5,5,4,"00:16:35,035","00:16:47,880","Oh, todavia estoy enojada con ellos....Pero tambien sé que le brindan mucha felicidad a los niños, cuyas madres no se suicidaron.Entonces si los apoyo, estoy apoyando a algo bueno....Pero yo no estoy contenta. Entonces ahi lo tienes, una buen accion desinteresada!."
8747,What kind of problem?,Ross,surprise,negative,874,0,5,13,"00:21:07,474","00:21:08,641",Que tipo de problema?
8748,"Well to tell you the truth, they uh,  they had a problem with the bag!",Joey,sadness,negative,874,1,5,13,"00:21:08,976","00:21:14,021",Para decirles la verdad....Tenían un problema con el bolso!
8749,Oh my God!,Chandler,surprise,negative,874,2,5,13,"00:21:11,821","00:21:14,021",Dios mio!
8751,Y'know what? It was a stupid play anyway!,Joey,sadness,negative,874,3,5,13,"00:21:15,565","00:21:18,109",Saben que? Era una estúpida obra de todas maneras!
8752,"Y'know, Joey, I think it's time to give up the bag.",Monica,sadness,negative,874,4,5,13,"00:21:19,069","00:21:20,820","Joey, es hora de que te despidas del bolso."
8753,I don't wanna give up the bag.,Joey,sadness,negative,874,5,5,13,"0:21:21,280","0:21:22,842",No quiero despedirme del bolso.
8754,I don't have to give up the bag!,Joey,anger,negative,874,6,5,13,"0:21:22,842","0:21:23,670",No quiero despedirme del bolso
8755,Do I Rach?,Joey,sadness,negative,874,7,5,13,"00:21:24,116","00:21:26,617",o si Rach?
8756,"Oh, you think I should give up the bag!",Joey,anger,negative,874,8,5,13,"00:21:30,038","00:21:32,456",Piensas que me tengo que despedir del bolso!
8757,"Honey wait, Joey, I’m sorry I mean as terrific as I think you are with it",Rachel,neutral,neutral,874,9,5,13,"00:21:32,749","00:21:37,169","Espera, Joey, perdon, es muy lindo como te queda."
8759,I just don't know if the world is ready for you and your bag.,Rachel,sadness,negative,874,10,5,13,"00:21:39,339","00:21:44,051","Oh, hey!...Todavía no se si el mundo esta preparado para verte con el bolso."
8760,I can't believe I'm hearing this!,Joey,sadness,negative,874,11,5,13,"00:21:46,555","00:21:48,139",No puedo creer que este escuchando esto!
8761,Wait a minute!,Rachel,sadness,negative,874,12,5,13,"0:21:48,390","0:21:49,242",Espera un minuto
8762,Wait a minute!,Rachel,anger,negative,874,13,5,13,"0:21:49,242","0:21:51,612",Espera un minuto
8763,"I'm not saying that you shouldn’t have a bag, I just—it's just there are other bags that are a little less umm,  controversial.",Rachel,neutral,neutral,874,14,5,13,"00:21:48,390","00:21:59,275","No digo que no tengas que tener un bolso.Solo digo que, que hay otros bolsos, menos, controvertidos."
8764,"Yeah umm, they're called wallets.",Chandler,neutral,neutral,874,15,5,13,"00:22:00,319","00:22:02,987","Si, se les llama billeteras."
8765,I think you'll find this room more to your liking.,Hotel Clerk,neutral,neutral,875,0,5,5,"00:07:33,911","00:07:36,246",Creo que encontramos su habitacion. Que les parece?
8766,"Okay, great.",Chandler,joy,positive,875,1,5,5,"00:07:36,414","00:07:37,664",Genial.
8767,They say he's only got half a tank left.,Hotel Clerk,neutral,neutral,875,2,5,5,"00:07:40,877","00:07:43,753",Dicen que solamente le queda medio tanque de conbustible.
8768,Half a tank? We still got a lot of high-speed chasing to do!,Chandler,surprise,positive,875,3,5,5,"00:07:44,672","00:07:48,383",Medio tanque. Todavia tenemos mucha persecucion para ver.
8769,We're switching rooms again.,Monica,anger,negative,875,4,5,5,"0:07:48,968","0:07:50,180","Nos cambiaremos de habitacion, de nuevo."
8770,What? Why?,Chandler,surprise,negative,875,5,5,5,"0:07:50,180","0:07:51,700",Que? Por que?.
8771,"This is a garden view room, and we paid for an ocean view room.",Monica,anger,negative,875,6,5,5,"00:07:52,180","00:07:55,599","Esta habitacion tiene vista al jardin, y nosotros pagamos por una con vista al mar."
8772,Our last ocean view room was unacceptable to you.,Hotel Clerk,joy,positive,875,7,5,5,"00:07:55,808","00:08:00,979",La ultima habitacion con vista al mar era inacceptable para usted.
8773,"Excuse me, umm, can I talk to you over here for just a second?",Monica,anger,negative,875,8,5,5,"00:08:01,856","00:08:04,983","Disculpa, puedo hablar contigo solo un segundo?"
8774,Uh-huh.,Chandler,neutral,neutral,875,9,5,5,"00:08:05,151","00:08:06,651",- ¿Qué es eso?
8775,Chandler!,Monica,neutral,neutral,875,10,5,5,"00:08:09,739","00:08:11,865",Chandler!.
8776,Are you kidding me?! Joey. Joey! Joey! Joey! Joey! Joey! Joey! Joey! Joey! Joey!!,Chandler,anger,negative,876,0,4,20,"00:00:11,803","00:00:21,645",Me estas haciendo una broma?Joey. Joey! Joey! Joey! Joey! Joey! Joey! Joey! Joey! Joey!!
8777,Joey. Joey. Joey. Joey! Joey!!,Joey,anger,negative,876,1,4,20,"00:00:21,813","00:00:27,484",Joey. Joey. Joey. Joey! Joey!!
8778,"Oh. Oh, did-did-did I wake you?",Chandler,surprise,negative,876,2,4,20,"00:00:42,959","00:00:45,044","Oh, te....te desperte."
8779,Hey!,Phoebe,joy,positive,877,0,7,11,"00:14:43,465","00:14:44,465",Hola
8780,"Hey! Oh, I was just about to leave. I-I-I-I didn’t think you were coming.",David,surprise,positive,877,1,7,11,"00:14:43,465","00:14:47,594",HolaEstaba a punto de marcharme creía que ya no venías.
8781,"Oh, I wouldn’t miss this.",Phoebe,joy,positive,877,2,7,11,"00:14:47,761","00:14:50,263",No iba a perderme esto.
8782,"Well, I’m very glad you’re here.",David,joy,positive,877,3,7,11,"00:14:50,431","00:14:52,390",Me alegro mucho de que hayas venido.
8783,"Oh, you’re such a gentleman.  Come on! We’re going to my place!",Phoebe,joy,positive,877,4,7,11,"00:14:52,683","00:14:57,520","Eres todo un caballero.Vamos, vamos a mi casa"
8784,Hey!,Joey,joy,positive,878,0,7,16,"0:19:38,218","0:19:39,060",Hola.
8785,Hey-hey.,Monica,neutral,neutral,878,1,7,16,"0:19:39,060","0:19:39,563",Hola.
8786,So are guys doing okay?,Joey,neutral,neutral,878,2,7,16,"00:19:39,678","00:19:42,763",Esta todo bien entre ustedes?.
8787,"Yeah, we talked and Monica made me see that I over reacted a little bit and some things in life are more important.",Chandler,neutral,neutral,878,3,7,16,"00:19:42,931","00:19:57,486",Sí Mónica y yo hablamos y creo que reaccione muy mal...Y me di cuenta que algunas cosas de la vida son más importantes.
8788,Do you have a minute?,Tag,neutral,neutral,879,0,7,4,"0:20:51,959","0:20:52,761",¿Tienes un minuto?
8789,"Well yeah, sure, what’s up?",Rachel,neutral,neutral,879,1,7,4,"0:20:52,761","0:20:54,477","Bueno si, claro, ¿qué pasa?"
8790,I got asked out twice today when I was at lunch…by guys.,Tag,neutral,neutral,879,2,7,4,"00:20:55,087","00:20:58,506",Hoy cuando he salido para almorzar me han pedido de salir...dos hombres.
8791,Oh really?!,Rachel,surprise,positive,880,0,1,1,"00:21:02,844","00:21:03,970",¿De verdad?
8792,Yeah. Did you tell someone that I was gay?,Tag,neutral,neutral,880,1,1,1,"00:21:04,338","00:21:06,597",Sí. ¿Le dijiste a alguien que era gay?
8793,"Oh, did you not want people to know that?",Rachel,joy,positive,880,2,1,1,"00:21:06,807","00:21:10,142",¿No querías que la gente lo supiera?
8796,I don’t think I should say.,Tag,neutral,neutral,883,0,7,4,"00:21:20,195","00:21:23,698","No creo que deba decirlo. - Ohh, claro que si."
8797,"Ohh, you can say. Come on, I don’t want you to feel like you can’t tell me things.",Rachel,neutral,neutral,883,1,7,4,"00:21:25,534","00:21:29,203","Vamos, no quiero pensar que no puedes contarmelo todo."
8798,Okay.,Tag,neutral,neutral,883,2,7,4,"0:21:31,915","0:21:32,625",Vale.
8799,‘Kay.,Rachel,neutral,neutral,883,3,7,4,"0:21:32,625","0:21:33,140",Vale.
8800,Well,Tag,neutral,neutral,883,4,7,4,"0:21:34,084","0:21:34,686",Bueno...
8801,Yeah.,Rachel,neutral,neutral,883,5,7,4,"0:21:34,686","0:21:35,962",¿Si?
8802,I’d love to ask out your friend Phoebe.,Tag,neutral,neutral,883,6,7,4,"00:21:36,295","00:21:38,671",Me gustaría pedirle a tu amiga Phoebe que salga conmigo.
8803,"Yeah, she’s gay.",Rachel,neutral,neutral,883,7,7,4,"00:21:41,717","00:21:43,467","Si, ella es gay."
8804,Here you go.,Casey,neutral,neutral,884,0,4,7,"0:01:42,644","0:01:44,646",Aqui tienes.
8805,"Great! All right, so I’ll call you later.",Joey,joy,positive,884,1,4,7,"0:01:44,646","0:01:44,788",Te llamare.
8806,Great!,Casey,joy,positive,884,2,4,7,"00:01:44,938","00:01:45,979",Muy bien!
8807,Hey-Hey-Hey! Who was that?,Chandler,surprise,positive,884,3,4,7,"00:01:47,732","00:01:49,608","Hey, hey. Que fue eso?"
8808,That would be Casey. We’re going out tonight.,Joey,neutral,neutral,884,4,4,7,"00:01:49,818","00:01:52,111",Casey. Vamos a salir esta noche.
8809,"Goin’ out, huh? Wow! Wow!  So things didn’t work out with Kathy, huh? Bummer.",Chandler,surprise,positive,884,5,4,7,"00:01:52,320","00:02:00,410",Van a salir? Wow!No funciono con Kathy? Que pena.
8810,"No, things are fine with Kathy. I’m having a late dinner with her tonight, right after my early dinner with Casey.",Joey,neutral,neutral,884,6,4,7,"00:02:00,620","00:02:06,625","No, las cosas estan bien.Voy a tener una cena tarde con ella despues una cena temprana con Casey."
8811,What?,Chandler,surprise,negative,884,7,4,7,"00:02:07,168","00:02:08,168",¿Qué es eso?
8812,Yeah-yeah. And the craziest thing is that I just ate a whole pizza by myself!,Joey,anger,negative,884,8,4,7,"00:02:08,336","00:02:12,297","Lo mas loco de todo es que, acabo de comerme una pizza entera yo solo."
8813,Wait! You’re going out with Kathy!,Chandler,surprise,negative,884,9,4,7,"00:02:14,217","00:02:16,468",Estas saliendo con Kathy!
8814,Yeah. Why are you getting so upset?,Joey,surprise,negative,884,10,4,7,"00:02:17,095","00:02:21,056",Que te molesta?
8815,"Well, I’m upset—for you. I mean, having sex with an endless line of beautiful women must be very unfulfilling for you.",Chandler,disgust,negative,884,11,4,7,"00:02:18,346","00:02:26,687","Bueno, estoy molesto. . .. . .por ti.Tener relaciones con una infinita fila de mujeres debe ser insatisfactorio."
8816,What is the big deal? It’s not like we’re exclusive.,Joey,sadness,negative,884,12,4,7,"00:02:28,898","00:02:32,484",Cual es el problema? No es como si fueramos exclusivos.
8817,"Look, Joey, Kathy is clearly not fulfilling your emotional needs.",Chandler,anger,negative,884,13,4,7,"00:02:32,694","00:02:37,698","Mira, Joey.Kathy claramento no esta llenando tus necesidades emocionales."
8818,"But Casey, I mean granted I only saw the back of her head, but I got this sense that she’s-she’s smart, and funny, and gets you.",Chandler,neutral,neutral,884,14,4,7,"00:02:37,866","00:02:46,081","Pero, Casey. . . .Es verdad que solo vi la parte de atras de su cabeza.Pero tengo esta sensacion de que es inteligente y divertida. . .. . .y que te llega."
8819,You got all that from the back of her head?,Joey,surprise,negative,884,15,4,7,"00:02:50,086","00:02:52,379",Descubriste todo eso viendo la parte de atras de su cabeza?
8820,"All right look, I think it’s time for you to settle down. Y'know? Make a choice, pick a lane.",Chandler,neutral,neutral,884,16,4,7,"00:02:52,589","00:02:56,633",Es tiempo de que sientes cabeza.Has una eleccion. Elige un camino.
8821,Who’s Elaine?,Joey,neutral,neutral,884,17,4,7,"00:02:57,260","00:02:58,260",Quien es Elaine?
8822,Can you people not see me?!,Chandler,joy,positive,885,0,7,5,"00:14:41,171","00:14:43,590",¡¿Es que no pueden verme?!
8823,"So, will you talk to him?",Rachel,neutral,neutral,885,1,7,5,"00:14:46,844","00:14:48,219",Así que... ¿hablarás con él?
8824,I don’t know Rach.,Joey,neutral,neutral,885,2,7,5,"0:14:48,429","0:14:49,430","No lo sé, Rach."
8825,"Oh, come on! I’ll give you ten free",Rachel,anger,negative,885,3,7,5,"0:14:49,430","0:14:52,332","Oh, ¡vamos! Te regalaré diez camisas de Ralph Lauren."
8826,One!  No ten! You said ten! You can’t take that back!,Joey,anger,negative,885,4,7,5,"00:14:54,018","00:14:56,728",¡Una! ¡No diez! ¡Dijiste diez! ¡No puedes arrepentirte!
8827,Hey!,Rachel,joy,positive,886,0,4,17,"0:13:17,213","0:13:18,395",Hola.
8828,Hi!,Chandler,joy,positive,886,1,4,17,"0:13:18,395","0:13:19,134",Hola.
8829,"Listen, can we watch cartoons on your television?",Chandler,neutral,neutral,886,2,4,17,"00:13:19,256","00:13:21,341",Podemos ver dibujos animados en su televisor?
8830,We need a porn break.,Chandler,neutral,neutral,886,3,4,17,"00:13:21,509","00:13:24,010",Necesitamos un descanso del porno.
8831,"We spent the last two hours watching In & Out & In, Again.",Chandler,neutral,neutral,886,4,4,17,"00:13:24,178","00:13:28,139",Llevamos dos horas viendo In & Out y dentro otra vez.
8832,"Well, so, why don’t you just turn it off?",Rachel,joy,positive,886,5,4,17,"00:13:29,934","00:13:31,976","Pero, por qué sencillamente no lo apagan?"
8833,Because then we would be the guys who turned off free porn.,Chandler,neutral,neutral,886,6,4,17,"00:13:32,144","00:13:35,021",Porque no podemos renunciar a ver porno gratis.
8834,"Ooh, good, you’re hear! Okay.",Phoebe,joy,positive,886,7,4,17,"00:13:36,732","00:13:38,733",Que bueno que esten aqui!.
8835,Hey!,Monica,joy,positive,886,8,4,17,"0:13:38,901","0:13:39,319","¡Hola, qué haces?"
